HGNC symbol;MODE;median (nearest phylostratum)
RNU6-1037P;#N/A;16
RNU6-1038P;#N/A;17
RNU6-1039P;#N/A;15.2
RNU6-103P;#N/A;16
RNU6-1040P;#N/A;12
RNU6-1041P;#N/A;15.2
RNU6-1042P;#N/A;16
RNU6-1043P;#N/A;15.2
RNU6-1044P;#N/A;16
RNU6-1045P;#N/A;17
RNU6-1046P;#N/A;17
RNU6-1047P;#N/A;17
RNU6-1048P;#N/A;16
RNU6-1049P;#N/A;15.2
RNU6-104P;#N/A;15.2
RNU6-1050P;#N/A;16
RNU6-1051P;#N/A;14
RNU6-1052P;#N/A;15.1
RNU6-1053P;#N/A;15.1
RNU6-1054P;#N/A;15.1
RNU6-1055P;#N/A;15.2
RNU6-1056P;#N/A;15.2
RNU6-1057P;#N/A;16
RNU6-1059P;#N/A;15.1
RNU6-105P;#N/A;16
RNU6-1060P;#N/A;15.2
RNU6-1061P;#N/A;15.1
RNU6-1062P;#N/A;15.2
RNU6-1064P;#N/A;17
RNU6-1065P;#N/A;16
RNU6-1066P;#N/A;15.1
RNU6-1067P;#N/A;16
RNU6-1068P;#N/A;16
RNU6-1069P;#N/A;13
RNU6-106P;#N/A;14
RNU6-1071P;#N/A;14
RNU6-1072P;#N/A;14
RNU6-1073P;#N/A;16
RNU6-1074P;#N/A;15.2
RNU6-1075P;#N/A;13
RNU6-1076P;#N/A;15.1
RNU6-1077P;#N/A;15.1
RNU6-1078P;#N/A;15.1
RNU6-1079P;#N/A;14
RNU6-107P;#N/A;11
RNU6-1080P;#N/A;16
RNU6-1081P;#N/A;14
RNU6-1082P;#N/A;15.2
RNU6-1083P;#N/A;14
RNU6-1084P;#N/A;15.1
RNU6-1085P;#N/A;15.2
RNU6-1086P;#N/A;15.1
RNU6-1087P;#N/A;14
RNU6-1088P;#N/A;15.1
RNU6-1089P;#N/A;18
RNU6-108P;#N/A;15.2
RNU6-1090P;#N/A;15.2
RNU6-1091P;#N/A;17
RNU6-1092P;#N/A;14
RNU6-1093P;#N/A;16
RNU6-1094P;#N/A;15.2
RNU6-1095P;#N/A;15.1
RNU6-1096P;#N/A;16
RNU6-1097P;#N/A;15.1
RNU6-1098P;#N/A;17
RNU6-1099P;#N/A;14
RNU6-109P;#N/A;15.1
RNU6-10P;#N/A;16
RNU6-1100P;#N/A;15.1
RNU6-1101P;#N/A;14
RNU6-1102P;#N/A;16
RNU6-1103P;#N/A;12
RNU6-1104P;#N/A;14
RNU6-1105P;#N/A;15.1
RNU6-1106P;#N/A;17
RNU6-1107P;#N/A;15.1
RNU6-1108P;#N/A;15.2
RNU6-1109P;#N/A;17
RNU6-110P;#N/A;16
RNU6-1110P;#N/A;16
RNU6-1111P;#N/A;17
RNU6-1112P;#N/A;17
RNU6-1113P;#N/A;15.2
RNU6-1114P;#N/A;16
RNU6-1115P;#N/A;13
RNU6-1116P;#N/A;16
RNU6-1117P;#N/A;17
RNU6-1118P;#N/A;15.1
RNU6-1119P;#N/A;14
RNU6-111P;#N/A;15.1
RNU6-1120P;#N/A;16
RNU6-1121P;#N/A;11
RNU6-1122P;#N/A;15.2
RNU6-1123P;#N/A;15.2
RNU6-1124P;#N/A;17
RNU6-1125P;#N/A;16
RNU6-1126P;#N/A;17
RNU6-1127P;#N/A;15.2
RNU6-1128P;#N/A;15.2
RNU6-1129P;#N/A;15.2
RNU6-112P;#N/A;16
RNU6-1130P;#N/A;15.1
RNU6-1131P;#N/A;16
RNU6-1132P;#N/A;15.1
RNU6-1133P;#N/A;12
RNU6-1134P;#N/A;18
RNU6-1135P;#N/A;13
RNU6-1136P;#N/A;13
RNU6-1137P;#N/A;13
RNU6-1138P;#N/A;15.1
RNU6-113P;#N/A;15.1
RNU6-1140P;#N/A;12
RNU6-1141P;#N/A;15.2
RNU6-1143P;#N/A;16
RNU6-1144P;#N/A;19.1
RNU6-1145P;#N/A;17
RNU6-1146P;#N/A;18
RNU6-1147P;#N/A;15.2
RNU6-1148P;#N/A;15.2
RNU6-1149P;#N/A;14
RNU6-114P;#N/A;16
RNU6-1150P;#N/A;16
RNU6-1151P;#N/A;16
RNU6-1152P;#N/A;16
RNU6-1153P;#N/A;16
RNU6-1154P;#N/A;16
RNU6-1155P;#N/A;16
RNU6-1156P;#N/A;15.1
RNU6-1157P;#N/A;16
RNU6-1158P;#N/A;15.2
RNU6-1159P;#N/A;13
RNU6-115P;#N/A;13
RNU6-1160P;#N/A;17
RNU6-1161P;#N/A;16
RNU6-1162P;#N/A;17
RNU6-1163P;#N/A;16
RNU6-1164P;#N/A;15.1
RNU6-1165P;#N/A;15.2
RNU6-1167P;#N/A;16
RNU6-1168P;#N/A;15.2
RNU6-1169P;#N/A;16
RNU6-116P;#N/A;15.1
RNU6-1170P;#N/A;14
RNU6-1171P;#N/A;16
RNU6-1172P;#N/A;15.1
RNU6-1174P;#N/A;16
RNU6-1175P;#N/A;16
RNU6-1176P;#N/A;12
RNU6-1177P;#N/A;18
RNU6-1178P;#N/A;16
RNU6-1179P;#N/A;16
RNU6-117P;#N/A;15.2
RNU6-1180P;#N/A;15.2
RNU6-1181P;#N/A;16
RNU6-1183P;#N/A;14
RNU6-1184P;#N/A;15.2
RNU6-1186P;#N/A;15.1
RNU6-1187P;#N/A;16
RNU6-1188P;#N/A;15.1
RNU6-1189P;#N/A;15.1
RNU6-118P;#N/A;15.1
RNU6-1190P;#N/A;16
RNU6-1191P;#N/A;15.2
RNU6-1192P;#N/A;14
RNU6-1193P;#N/A;17
RNU6-1194P;#N/A;16
RNU6-1195P;#N/A;16
RNU6-1196P;#N/A;15.2
RNU6-1197P;#N/A;15.2
RNU6-1198P;#N/A;17
RNU6-1199P;#N/A;15.1
RNU6-119P;#N/A;15.1
RNU6-11P;#N/A;17
RNU6-1200P;#N/A;16
RNU6-1201P;#N/A;15.2
RNU6-1203P;#N/A;16
RNU6-1204P;#N/A;14
RNU6-1205P;#N/A;15.1
RNU6-1206P;#N/A;15.1
RNU6-1207P;#N/A;15.1
RNU6-1208P;#N/A;17
RNU6-1209P;#N/A;16
RNU6-120P;#N/A;17
RNU6-1210P;#N/A;15.1
RNU6-1211P;#N/A;16
RNU6-1212P;#N/A;15.1
RNU6-1213P;#N/A;16
RNU6-1214P;#N/A;17
RNU6-1215P;#N/A;16
RNU6-1216P;#N/A;14
RNU6-1217P;#N/A;15.1
RNU6-1218P;#N/A;17
RNU6-1219P;#N/A;17
RNU6-121P;#N/A;15.1
RNU6-1220P;#N/A;16
RNU6-1222P;#N/A;16
RNU6-1223P;#N/A;15.2
RNU6-1224P;#N/A;16
RNU6-1225P;#N/A;17
RNU6-1226P;#N/A;17
RNU6-1227P;#N/A;15.1
RNU6-1228P;#N/A;14
RNU6-1229P;#N/A;17
RNU6-122P;#N/A;17
RNU6-1230P;#N/A;16
RNU6-1231P;#N/A;16
RNU6-1232P;#N/A;15.2
RNU6-1233P;#N/A;17
RNU6-1234P;#N/A;15.1
RNU6-1235P;#N/A;16
RNU6-1236P;#N/A;14
RNU6-1237P;#N/A;15.1
RNU6-1238P;#N/A;12
RNU6-1239P;#N/A;15.2
RNU6-123P;#N/A;15.2
RNU6-1240P;#N/A;17
RNU6-1241P;#N/A;14
RNU6-1242P;#N/A;14
RNU6-1243P;#N/A;14
RNU6-1244P;#N/A;18
RNU6-1245P;#N/A;17
RNU6-1246P;#N/A;18
RNU6-1247P;#N/A;15.1
RNU6-1248P;#N/A;16
RNU6-1249P;#N/A;15.2
RNU6-1250P;#N/A;15.1
RNU6-1251P;#N/A;12
RNU6-1252P;#N/A;12
RNU6-1254P;#N/A;15.1
RNU6-1255P;#N/A;11
RNU6-1256P;#N/A;15.1
RNU6-1257P;#N/A;17
RNU6-1258P;#N/A;15.1
RNU6-125P;#N/A;18
RNU6-1260P;#N/A;15.1
RNU6-1261P;#N/A;15.2
RNU6-1262P;#N/A;14
RNU6-1263P;#N/A;15.2
RNU6-1264P;#N/A;15.2
RNU6-1265P;#N/A;16
RNU6-1266P;#N/A;15.1
RNU6-1267P;#N/A;15.2
RNU6-1268P;#N/A;15.2
RNU6-1269P;#N/A;17
RNU6-126P;#N/A;12
RNU6-1270P;#N/A;15.1
RNU6-1271P;#N/A;14
RNU6-1272P;#N/A;15.1
RNU6-1273P;#N/A;17
RNU6-1274P;#N/A;16
RNU6-1275P;#N/A;16
RNU6-1276P;#N/A;16
RNU6-1277P;#N/A;16
RNU6-1278P;#N/A;14
RNU6-1279P;#N/A;15.2
RNU6-127P;#N/A;15.2
RNU6-1280P;#N/A;19.1
RNU6-1281P;#N/A;14
RNU6-1282P;#N/A;14
RNU6-1283P;#N/A;17
RNU6-1284P;#N/A;16
RNU6-1285P;#N/A;14
RNU6-1286P;#N/A;16
RNU6-1287P;#N/A;15.2
RNU6-1288P;#N/A;15.1
RNU6-1289P;#N/A;18
RNU6-128P;#N/A;15.1
RNU6-1290P;#N/A;18
RNU6-1291P;#N/A;13
RNU6-1292P;#N/A;14
RNU6-1293P;#N/A;15.1
RNU6-1294P;#N/A;15.1
RNU6-1296P;#N/A;15.1
RNU6-1297P;#N/A;15.2
RNU6-1298P;#N/A;16
RNU6-1299P;#N/A;13
RNU6-129P;#N/A;15.2
RNU6-12P;#N/A;16
RNU6-1300P;#N/A;17
RNU6-1301P;#N/A;17
RNU6-1303P;#N/A;16
RNU6-1304P;#N/A;16
RNU6-1305P;#N/A;15.1
RNU6-1306P;#N/A;15.2
RNU6-1307P;#N/A;13
RNU6-1308P;#N/A;15.2
RNU6-1309P;#N/A;16
RNU6-130P;#N/A;15.2
RNU6-1310P;#N/A;15.1
RNU6-1311P;#N/A;15.2
RNU6-1312P;#N/A;16
RNU6-1313P;#N/A;12
RNU6-1314P;#N/A;14
RNU6-1315P;#N/A;16
RNU6-1316P;#N/A;15.1
RNU6-1317P;#N/A;14
RNU6-1318P;#N/A;15.2
RNU6-1319P;#N/A;15.1
RNU6-131P;#N/A;17
RNU6-1320P;#N/A;17
RNU6-1321P;#N/A;17
RNU6-1322P;#N/A;16
RNU6-1323P;#N/A;14
RNU6-1324P;#N/A;15.2
RNU6-1325P;#N/A;15.1
RNU6-1326P;#N/A;16
RNU6-1327P;#N/A;15.2
RNU6-1328P;#N/A;17
RNU6-1329P;#N/A;15.1
RNU6-132P;#N/A;16
RNU6-1330P;#N/A;16
RNU6-1331P;#N/A;15.1
RNU6-1332P;#N/A;15.2
RNU6-1333P;#N/A;14
RNU6-1334P;#N/A;15.2
RNU6-1335P;#N/A;15.2
RNU6-1336P;#N/A;14
RNU6-1337P;#N/A;16
RNU6-1338P;#N/A;13
RNU6-1339P;#N/A;14
RNU6-133P;#N/A;14
RNU6-1340P;#N/A;16
RNU6-135P;#N/A;13
RNU6-136P;#N/A;16
RNU6-137P;#N/A;16
RNU6-138P;#N/A;15.1
RNU6-139P;#N/A;16
RNU6-13P;#N/A;14
RNU6-140P;#N/A;15.1
RNU6-141P;#N/A;16
RNU6-142P;#N/A;15.1
RNU6-143P;#N/A;14
RNU6-144P;#N/A;17
RNU6-145P;#N/A;16
RNU6-146P;#N/A;15.2
RNU6-147P;#N/A;15.1
RNU6-148P;#N/A;18
RNU6-14P;#N/A;17
RNU6-150P;#N/A;16
RNU6-151P;#N/A;15.1
RNU6-152P;#N/A;16
RNU6-153P;#N/A;15.1
RNU6-154P;#N/A;17
RNU6-155P;#N/A;15.1
RNU6-156P;#N/A;15.2
RNU6-157P;#N/A;15.1
RNU6-158P;#N/A;18
RNU6-159P;#N/A;15.2
RNU6-15P;#N/A;16
RNU6-160P;#N/A;16
RNU6-161P;#N/A;15.2
RNU6-162P;#N/A;15.2
RNU6-163P;#N/A;16
RNU6-164P;#N/A;12
RNU6-165P;#N/A;15.2
RNU6-166P;#N/A;16
RNU6-167P;#N/A;14
RNU6-168P;#N/A;16
RNU6-169P;#N/A;13
RNU6-16P;#N/A;15.1
RNU6-170P;#N/A;15.1
RNU6-171P;#N/A;15.1
RNU6-172P;#N/A;15.1
RNU6-173P;#N/A;16
RNU6-174P;#N/A;16
RNU6-175P;#N/A;16
RNU6-176P;#N/A;15.2
RNU6-177P;#N/A;15.1
RNU6-178P;#N/A;16
RNU6-179P;#N/A;17
RNU6-17P;#N/A;17
RNU6-180P;#N/A;12
RNU6-181P;#N/A;12
RNU6-182P;#N/A;15.1
RNU6-183P;#N/A;16
RNU6-184P;#N/A;15.1
RNU6-185P;#N/A;16
RNU6-187P;#N/A;15.1
RNU6-188P;#N/A;16
RNU6-189P;#N/A;17
RNU6-18P;#N/A;17
RNU6-190P;#N/A;17
RNU6-191P;#N/A;15.1
RNU6-192P;#N/A;15.1
RNU6-193P;#N/A;15.1
RNU6-194P;#N/A;16
RNU6-195P;#N/A;15.1
RNU6-196P;#N/A;16
RNU6-197P;#N/A;13
RNU6-198P;#N/A;16
RNU6-199P;#N/A;15.1
RNU6-19P;#N/A;16
RNU6-2;#N/A;14
RNU6-200P;#N/A;16
RNU6-201P;#N/A;17
RNU6-202P;#N/A;15.2
RNU6-203P;#N/A;16
RNU6-204P;#N/A;16
RNU6-205P;#N/A;17
RNU6-206P;#N/A;15.1
RNU6-207P;#N/A;14
RNU6-208P;#N/A;13
RNU6-209P;#N/A;16
RNU6-20P;#N/A;16
RNU6-210P;#N/A;14
RNU6-211P;#N/A;15.1
RNU6-212P;#N/A;16
RNU6-213P;#N/A;16
RNU6-214P;#N/A;16
RNU6-215P;#N/A;16
RNU6-216P;#N/A;16
RNU6-217P;#N/A;16
RNU6-218P;#N/A;15.2
RNU6-219P;#N/A;15.1
RNU6-21P;#N/A;13
RNU6-220P;#N/A;15.1
RNU6-221P;#N/A;13
RNU6-222P;#N/A;16
RNU6-223P;#N/A;17
RNU6-224P;#N/A;14
RNU6-225P;#N/A;12
RNU6-226P;#N/A;15.2
RNU6-227P;#N/A;14
RNU6-228P;#N/A;18
RNU6-229P;#N/A;16
RNU6-22P;#N/A;16
RNU6-230P;#N/A;14
RNU6-231P;#N/A;15.2
RNU6-232P;#N/A;16
RNU6-233P;#N/A;16
RNU6-234P;#N/A;15.2
RNU6-235P;#N/A;16
RNU6-236P;#N/A;16
RNU6-237P;#N/A;12
RNU6-238P;#N/A;16
RNU6-239P;#N/A;15.1
RNU6-23P;#N/A;16
RNU6-240P;#N/A;16
RNU6-241P;#N/A;15.1
RNU6-242P;#N/A;14
RNU6-243P;#N/A;14
RNU6-244P;#N/A;14
RNU6-245P;#N/A;16
RNU6-246P;#N/A;15.1
RNU6-247P;#N/A;15.1
RNU6-248P;#N/A;15.1
RNU6-249P;#N/A;15.2
RNU6-24P;#N/A;17
RNU6-250P;#N/A;15.1
RNU6-251P;#N/A;15.1
RNU6-252P;#N/A;15.2
RNU6-253P;#N/A;14
RNU6-254P;#N/A;15.1
RNU6-255P;#N/A;15.2
RNU6-256P;#N/A;12
RNU6-257P;#N/A;16
RNU6-258P;#N/A;14
RNU6-259P;#N/A;15.1
RNU6-25P;#N/A;14
RNU6-260P;#N/A;15.2
RNU6-261P;#N/A;16
RNU6-262P;#N/A;14
RNU6-263P;#N/A;15.2
RNU6-264P;#N/A;15.1
RNU6-266P;#N/A;15.1
RNU6-267P;#N/A;15.2
RNU6-268P;#N/A;14
RNU6-269P;#N/A;15.1
RNU6-26P;#N/A;16
RNU6-270P;#N/A;15.2
RNU6-271P;#N/A;16
RNU6-272P;#N/A;15.2
RNU6-273P;#N/A;15.2
RNU6-274P;#N/A;16
RNU6-275P;#N/A;17
RNU6-276P;#N/A;15.1
RNU6-277P;#N/A;16
RNU6-278P;#N/A;16
RNU6-279P;#N/A;15.2
RNU6-27P;#N/A;15.1
RNU6-280P;#N/A;14
RNU6-281P;#N/A;13
RNU6-282P;#N/A;16
RNU6-283P;#N/A;13
RNU6-284P;#N/A;14
RNU6-285P;#N/A;15.1
RNU6-286P;#N/A;15.2
RNU6-287P;#N/A;17
RNU6-288P;#N/A;14
RNU6-289P;#N/A;14
RNU6-28P;#N/A;16
RNU6-290P;#N/A;17
RNU6-291P;#N/A;17
RNU6-293P;#N/A;11
RNU6-294P;#N/A;16
RNU6-295P;#N/A;15.2
RNU6-296P;#N/A;17
RNU6-297P;#N/A;15.1
RNU6-298P;#N/A;16
RNU6-299P;#N/A;15.1
RNU6-29P;#N/A;14
RNU6-300P;#N/A;15.2
RNU6-301P;#N/A;15.2
RNU6-302P;#N/A;17
RNU6-303P;#N/A;15.2
RNU6-304P;#N/A;13
RNU6-306P;#N/A;14
RNU6-307P;#N/A;17
RNU6-308P;#N/A;19.2
RNU6-309P;#N/A;17
RNU6-30P;#N/A;15.2
RNU6-310P;#N/A;14
RNU6-311P;#N/A;16
RNU6-312P;#N/A;15.2
RNU6-313P;#N/A;16
RNU6-314P;#N/A;16
RNU6-315P;#N/A;16
RNU6-316P;#N/A;17
RNU6-317P;#N/A;17
RNU6-318P;#N/A;16
RNU6-319P;#N/A;15.1
RNU6-31P;#N/A;14
RNU6-320P;#N/A;16
RNU6-321P;#N/A;16
RNU6-322P;#N/A;15.2
RNU6-323P;#N/A;15.1
RNU6-324P;#N/A;15.2
RNU6-325P;#N/A;15.1
RNU6-326P;#N/A;15.2
RNU6-327P;#N/A;14
RNU6-328P;#N/A;15.1
RNU6-329P;#N/A;15.1
RNU6-32P;#N/A;16
RNU6-330P;#N/A;16
RNU6-331P;#N/A;16
RNU6-332P;#N/A;15.1
RNU6-333P;#N/A;15.2
RNU6-334P;#N/A;15.1
RNU6-335P;#N/A;16
RNU6-336P;#N/A;16
RNU6-337P;#N/A;15.1
RNU6-338P;#N/A;15.2
RNU6-339P;#N/A;15.2
RNU6-33P;#N/A;17
RNU6-340P;#N/A;17
RNU6-341P;#N/A;15.2
RNU6-342P;#N/A;15.2
RNU6-343P;#N/A;16
RNU6-344P;#N/A;15.2
RNU6-345P;#N/A;13
RNU6-346P;#N/A;14
RNU6-347P;#N/A;17
RNU6-348P;#N/A;17
RNU6-349P;#N/A;15.1
RNU6-34P;#N/A;16
RNU6-351P;#N/A;16
RNU6-352P;#N/A;16
RNU6-353P;#N/A;15.1
RNU6-354P;#N/A;14
RNU6-355P;#N/A;15.1
RNU6-356P;#N/A;15.1
RNU6-358P;#N/A;14
RNU6-359P;#N/A;16
RNU6-35P;#N/A;15.1
RNU6-360P;#N/A;15.1
RNU6-361P;#N/A;15.1
RNU6-362P;#N/A;16
RNU6-363P;#N/A;15.1
RNU6-364P;#N/A;15.1
RNU6-365P;#N/A;15.1
RNU6-366P;#N/A;16
RNU6-367P;#N/A;16
RNU6-368P;#N/A;15.2
RNU6-369P;#N/A;16
RNU6-36P;#N/A;15.1
RNU6-370P;#N/A;16
RNU6-371P;#N/A;16
RNU6-373P;#N/A;16
RNU6-374P;#N/A;15.2
RNU6-375P;#N/A;17
RNU6-376P;#N/A;15.2
RNU6-377P;#N/A;17
RNU6-378P;#N/A;14
RNU6-379P;#N/A;17
RNU6-37P;#N/A;16
RNU6-380P;#N/A;17
RNU6-381P;#N/A;15.2
RNU6-382P;#N/A;15.1
RNU6-383P;#N/A;12
RNU6-384P;#N/A;16
RNU6-386P;#N/A;16
RNU6-387P;#N/A;15.2
RNU6-388P;#N/A;15.2
RNU6-389P;#N/A;15.2
RNU6-38P;#N/A;15.1
RNU6-390P;#N/A;15.1
RNU6-391P;#N/A;15.1
RNU6-392P;#N/A;15.2
RNU6-393P;#N/A;15.1
RNU6-394P;#N/A;15.2
RNU6-395P;#N/A;15.1
RNU6-396P;#N/A;15.1
RNU6-397P;#N/A;16
RNU6-398P;#N/A;15.2
RNU6-399P;#N/A;13
RNU6-39P;#N/A;16
RNU6-3P;#N/A;14
RNU6-400P;#N/A;14
RNU6-401P;#N/A;17
RNU6-402P;#N/A;17
RNU6-403P;#N/A;15.1
RNU6-405P;#N/A;17
RNU6-406P;#N/A;15.2
RNU6-407P;#N/A;15.2
RNU6-408P;#N/A;17
RNU6-409P;#N/A;13
RNU6-40P;#N/A;13
RNU6-410P;#N/A;13
RNU6-411P;#N/A;15.2
RNU6-412P;#N/A;16
RNU6-413P;#N/A;16
RNU6-414P;#N/A;18
RNU6-415P;#N/A;12
RNU6-416P;#N/A;14
RNU6-417P;#N/A;15.2
RNU6-418P;#N/A;15.1
RNU6-419P;#N/A;15.1
RNU6-41P;#N/A;17
RNU6-420P;#N/A;16
RNU6-421P;#N/A;13
RNU6-422P;#N/A;16
RNU6-424P;#N/A;15.1
RNU6-425P;#N/A;14
RNU6-426P;#N/A;16
RNU6-428P;#N/A;14
RNU6-429P;#N/A;16
RNU6-42P;#N/A;15.1
RNU6-430P;#N/A;16
RNU6-431P;#N/A;15.2
RNU6-432P;#N/A;15.1
RNU6-433P;#N/A;15.2
RNU6-434P;#N/A;14
RNU6-435P;#N/A;15.1
RNU6-436P;#N/A;14
RNU6-437P;#N/A;16
RNU6-438P;#N/A;16
RNU6-439P;#N/A;16
RNU6-43P;#N/A;14
RNU6-440P;#N/A;15.2
RNU6-441P;#N/A;15.1
RNU6-442P;#N/A;16
RNU6-443P;#N/A;15.1
RNU6-444P;#N/A;17
RNU6-445P;#N/A;15.1
RNU6-446P;#N/A;18
RNU6-447P;#N/A;15.1
RNU6-448P;#N/A;17
RNU6-449P;#N/A;15.2
RNU6-44P;#N/A;14
RNU6-450P;#N/A;15.1
RNU6-451P;#N/A;16
RNU6-452P;#N/A;15.1
RNU6-453P;#N/A;11
RNU6-454P;#N/A;16
RNU6-455P;#N/A;16
RNU6-456P;#N/A;16
RNU6-457P;#N/A;16
RNU6-458P;#N/A;15.1
RNU6-45P;#N/A;16
RNU6-460P;#N/A;15.1
RNU6-461P;#N/A;16
RNU6-462P;#N/A;12
RNU6-463P;#N/A;13
RNU6-464P;#N/A;15.2
RNU6-465P;#N/A;14
RNU6-466P;#N/A;15.2
RNU6-467P;#N/A;15.2
RNU6-468P;#N/A;16
RNU6-469P;#N/A;12
RNU6-46P;#N/A;15.2
RNU6-470P;#N/A;14
RNU6-471P;#N/A;16
RNU6-472P;#N/A;15.1
RNU6-473P;#N/A;15.2
RNU6-474P;#N/A;15.1
RNU6-475P;#N/A;14
RNU6-476P;#N/A;15.1
RNU6-477P;#N/A;17
RNU6-478P;#N/A;14
RNU6-479P;#N/A;15.1
RNU6-47P;#N/A;15.1
RNU6-480P;#N/A;16
RNU6-481P;#N/A;16
RNU6-482P;#N/A;15.1
RNU6-483P;#N/A;15.1
RNU6-484P;#N/A;14
RNU6-485P;#N/A;15.1
RNU6-486P;#N/A;15.2
RNU6-487P;#N/A;15.1
RNU6-488P;#N/A;17
RNU6-489P;#N/A;14
RNU6-48P;#N/A;15.1
RNU6-490P;#N/A;17
RNU6-491P;#N/A;15.1
RNU6-492P;#N/A;16
RNU6-493P;#N/A;17
RNU6-494P;#N/A;16
RNU6-495P;#N/A;15.1
RNU6-496P;#N/A;15.1
RNU6-497P;#N/A;15.2
RNU6-498P;#N/A;16
RNU6-499P;#N/A;17
RNU6-49P;#N/A;14
RNU6-4P;#N/A;16
RNU6-500P;#N/A;16
RNU6-501P;#N/A;15.1
RNU6-502P;#N/A;15.1
RNU6-503P;#N/A;15.1
RNU6-504P;#N/A;16
RNU6-505P;#N/A;15.1
RNU6-506P;#N/A;16
RNU6-507P;#N/A;15.1
RNU6-508P;#N/A;15.2
RNU6-509P;#N/A;14
RNU6-50P;#N/A;15.2
RNU6-510P;#N/A;14
RNU6-511P;#N/A;15.2
RNU6-512P;#N/A;12
RNU6-513P;#N/A;17
RNU6-514P;#N/A;17
RNU6-516P;#N/A;16
RNU6-517P;#N/A;14
RNU6-518P;#N/A;17
RNU6-519P;#N/A;15.2
RNU6-520P;#N/A;14
RNU6-521P;#N/A;16
RNU6-522P;#N/A;15.2
RNU6-523P;#N/A;15.1
RNU6-524P;#N/A;14
RNU6-525P;#N/A;15.2
RNU6-526P;#N/A;14
RNU6-527P;#N/A;15.2
RNU6-528P;#N/A;15.2
RNU6-529P;#N/A;16
RNU6-530P;#N/A;14
RNU6-531P;#N/A;18
RNU6-532P;#N/A;16
RNU6-533P;#N/A;16
RNU6-534P;#N/A;14
RNU6-535P;#N/A;15.1
RNU6-536P;#N/A;16
RNU6-537P;#N/A;16
RNU6-538P;#N/A;15.2
RNU6-539P;#N/A;17
RNU6-53P;#N/A;17
RNU6-540P;#N/A;15.2
RNU6-541P;#N/A;15.2
RNU6-542P;#N/A;16
RNU6-543P;#N/A;16
RNU6-544P;#N/A;16
RNU6-545P;#N/A;15.1
RNU6-546P;#N/A;15.1
RNU6-547P;#N/A;12
RNU6-548P;#N/A;16
RNU6-549P;#N/A;15.1
RNU6-54P;#N/A;17
RNU6-550P;#N/A;16
RNU6-551P;#N/A;15.2
RNU6-552P;#N/A;17
RNU6-553P;#N/A;12
RNU6-554P;#N/A;15.1
RNU6-555P;#N/A;15.2
RNU6-556P;#N/A;15.1
RNU6-557P;#N/A;14
RNU6-558P;#N/A;16
RNU6-559P;#N/A;16
RNU6-55P;#N/A;17
RNU6-560P;#N/A;17
RNU6-561P;#N/A;15.2
RNU6-562P;#N/A;18
RNU6-563P;#N/A;16
RNU6-564P;#N/A;15.2
RNU6-565P;#N/A;15.1
RNU6-566P;#N/A;12
RNU6-567P;#N/A;15.1
RNU6-56P;#N/A;16
RNU6-570P;#N/A;17
RNU6-571P;#N/A;15.2
RNU6-572P;#N/A;17
RNU6-573P;#N/A;15.1
RNU6-574P;#N/A;16
RNU6-575P;#N/A;14
RNU6-576P;#N/A;13
RNU6-577P;#N/A;16
RNU6-578P;#N/A;15.1
RNU6-579P;#N/A;16
RNU6-57P;#N/A;16
RNU6-580P;#N/A;15.2
RNU6-581P;#N/A;17
RNU6-582P;#N/A;15.1
RNU6-583P;#N/A;16
RNU6-584P;#N/A;15.2
RNU6-586P;#N/A;16
RNU6-587P;#N/A;15.2
RNU6-588P;#N/A;17
RNU6-589P;#N/A;16
RNU6-58P;#N/A;17
RNU6-590P;#N/A;14
RNU6-591P;#N/A;15.1
RNU6-592P;#N/A;16
RNU6-593P;#N/A;15.2
RNU6-595P;#N/A;16
RNU6-596P;#N/A;16
RNU6-597P;#N/A;15.1
RNU6-598P;#N/A;15.2
RNU6-599P;#N/A;17
RNU6-59P;#N/A;15.2
RNU6-5P;#N/A;14
RNU6-600P;#N/A;16
RNU6-601P;#N/A;15.1
RNU6-602P;#N/A;14
RNU6-603P;#N/A;15.1
RNU6-604P;#N/A;14
RNU6-605P;#N/A;17
RNU6-606P;#N/A;15.1
RNU6-607P;#N/A;14
RNU6-608P;#N/A;13
RNU6-609P;#N/A;18
RNU6-60P;#N/A;16
RNU6-610P;#N/A;14
RNU6-611P;#N/A;17
RNU6-612P;#N/A;15.2
RNU6-613P;#N/A;15.2
RNU6-614P;#N/A;15.1
RNU6-615P;#N/A;14
RNU6-616P;#N/A;14
RNU6-617P;#N/A;15.2
RNU6-618P;#N/A;15.1
RNU6-619P;#N/A;16
RNU6-61P;#N/A;15.1
RNU6-620P;#N/A;14
RNU6-621P;#N/A;16
RNU6-622P;#N/A;14
RNU6-623P;#N/A;15.2
RNU6-624P;#N/A;15.2
RNU6-625P;#N/A;16
RNU6-626P;#N/A;14
RNU6-627P;#N/A;15.2
RNU6-628P;#N/A;14
RNU6-629P;#N/A;15.1
RNU6-62P;#N/A;17
RNU6-630P;#N/A;15.2
RNU6-631P;#N/A;15.2
RNU6-632P;#N/A;16
RNU6-633P;#N/A;15.1
RNU6-634P;#N/A;16
RNU6-635P;#N/A;15.2
RNU6-636P;#N/A;15.1
RNU6-637P;#N/A;16
RNU6-638P;#N/A;16
RNU6-639P;#N/A;17
RNU6-63P;#N/A;15.1
RNU6-640P;#N/A;16
RNU6-641P;#N/A;14
RNU6-642P;#N/A;15.1
RNU6-643P;#N/A;17
